Employee_ID,Name,Department,City,Salary,Experience_Years,Email,Phone
1306,SANJAY PATIL,Business Analyst, hyderabad ,25000.0,5.0, TEST@MAIL.COM ,9876543210
1307, sandesh patil ,data analyst,belgaum,,4.0, TEST@MAIL.COM , 9123456780 
1308,Rahul  Sharma ,Data Analyst,mumbai,25000.0,,user@example.com,
1309,pooja patil,Data Analyst,BELGAUM,30000.0,1.0,user@example.com,9876543210
1310,Rahul  Sharma ,Business Analyst,BELGAUM,35000.0,3.0, TEST@MAIL.COM ,9876543210
1311,Rahul  Sharma ,data analyst, Bangalore ,30000.0,4.0, TEST@MAIL.COM ,
1312, sandesh patil , DATA ANALYST , hyderabad ,35000.0,1.0,employee@company.com,
1313, sandesh patil , DATA ANALYST ,mumbai,,3.0, TEST@MAIL.COM ,
1314,SANJAY PATIL,Business Analyst,mumbai,,4.0,employee@company.com,
1315,pooja patil,data analyst,belgaum,35000.0,,user@example.com,9876543210
1316,Rahul  Sharma ,Data Analyst, Bangalore ,30000.0,4.0, TEST@MAIL.COM , 9123456780 
1317, sandesh patil ,Business Analyst,belgaum,30000.0,4.0,user@example.com,9876543210
1318,pooja patil, DATA ANALYST ,BELGAUM,25000.0,5.0, TEST@MAIL.COM , 9123456780 
1319,pooja patil, DATA ANALYST ,PUNE,35000.0,1.0,user@example.com,9876543210
1320,pooja patil,Business Analyst, hyderabad ,25000.0,4.0,employee@company.com,
1321,Rahul  Sharma ,data analyst,PUNE,25000.0,5.0, TEST@MAIL.COM ,
1322,pooja patil, DATA ANALYST ,mumbai,25000.0,, TEST@MAIL.COM ,
1323, sandesh patil ,Data Analyst,PUNE,30000.0,,employee@company.com, 9123456780 
1324,Rahul  Sharma , DATA ANALYST ,mumbai,30000.0,2.0,employee@company.com,9876543210
1325, Akshay Kumar,Data Analyst,mumbai,,3.0,employee@company.com,9876543210
1326,Rahul  Sharma , DATA ANALYST ,belgaum,,,employee@company.com,
1327, Akshay Kumar,Business Analyst,BELGAUM,25000.0,5.0,employee@company.com,9876543210
1328,SANJAY PATIL,Business Analyst, Bangalore ,30000.0,3.0, TEST@MAIL.COM , 9123456780 
1329,Rahul  Sharma ,data analyst,PUNE,35000.0,4.0,user@example.com,9876543210
1330,SANJAY PATIL,data analyst, hyderabad ,25000.0,, TEST@MAIL.COM ,
1331,Rahul  Sharma ,Data Analyst, Bangalore ,40000.0,,user@example.com, 9123456780 
1332, sandesh patil ,Business Analyst,BELGAUM,35000.0,4.0,user@example.com,9876543210
1333,pooja patil,Data Analyst,belgaum,35000.0,5.0,employee@company.com,
1334, Akshay Kumar,Data Analyst, hyderabad ,40000.0,3.0,user@example.com,9876543210
1335,Rahul  Sharma ,Data Analyst,PUNE,30000.0,5.0,employee@company.com,
1336,Rahul  Sharma ,Business Analyst,PUNE,,1.0,user@example.com, 9123456780 
1337, sandesh patil ,Data Analyst,mumbai,40000.0,, TEST@MAIL.COM ,
1338,pooja patil,Data Analyst, Bangalore ,,1.0, TEST@MAIL.COM , 9123456780 
1339,Rahul  Sharma ,data analyst,PUNE,35000.0,5.0,employee@company.com,9876543210
1340,Rahul  Sharma ,data analyst, hyderabad ,35000.0,5.0,user@example.com,
1341, Akshay Kumar,Business Analyst,mumbai,30000.0,5.0,user@example.com,
1342,Rahul  Sharma ,Data Analyst, Bangalore ,40000.0,3.0,user@example.com,9876543210
1343,SANJAY PATIL,Business Analyst, Bangalore ,,1.0, TEST@MAIL.COM ,9876543210
1344, sandesh patil , DATA ANALYST ,belgaum,,,user@example.com,9876543210
1345,Rahul  Sharma , DATA ANALYST , hyderabad ,40000.0,4.0,employee@company.com,
1346, Akshay Kumar, DATA ANALYST ,PUNE,,2.0,user@example.com, 9123456780 
1347,Rahul  Sharma ,Data Analyst, Bangalore ,35000.0,3.0,employee@company.com, 9123456780 
1348,Rahul  Sharma ,Business Analyst,mumbai,30000.0,2.0,user@example.com,9876543210
1349,pooja patil, DATA ANALYST , Bangalore ,,5.0,user@example.com, 9123456780 
1350, sandesh patil ,data analyst, Bangalore ,,2.0,employee@company.com,
1351, Akshay Kumar,Data Analyst,mumbai,35000.0,, TEST@MAIL.COM ,9876543210
1352, sandesh patil ,data analyst,belgaum,,1.0, TEST@MAIL.COM ,9876543210
1353,Rahul  Sharma ,Data Analyst,PUNE,,3.0,user@example.com,
1354,Rahul  Sharma ,Business Analyst,BELGAUM,40000.0,1.0,user@example.com,9876543210
1355, Akshay Kumar,data analyst, Bangalore ,40000.0,5.0,employee@company.com, 9123456780 
1356,pooja patil, DATA ANALYST ,belgaum,30000.0,,employee@company.com, 9123456780 
1357, sandesh patil ,Business Analyst,BELGAUM,30000.0,2.0, TEST@MAIL.COM ,9876543210
1358, Akshay Kumar,Business Analyst,PUNE,,2.0,employee@company.com,9876543210
1359,SANJAY PATIL,Business Analyst,belgaum,40000.0,5.0,user@example.com,
1360,SANJAY PATIL, DATA ANALYST , Bangalore ,25000.0,1.0,user@example.com,9876543210
1361,Rahul  Sharma ,Data Analyst,PUNE,35000.0,3.0,user@example.com,
1362,pooja patil,Data Analyst,mumbai,,, TEST@MAIL.COM ,9876543210
1363,Rahul  Sharma ,data analyst,belgaum,25000.0,4.0, TEST@MAIL.COM ,9876543210
1364, sandesh patil ,Data Analyst,PUNE,40000.0,1.0, TEST@MAIL.COM ,9876543210
1365, sandesh patil , DATA ANALYST , Bangalore ,,,employee@company.com, 9123456780 
1366,pooja patil,data analyst,BELGAUM,,2.0, TEST@MAIL.COM ,9876543210
1367, sandesh patil ,Data Analyst,belgaum,35000.0,3.0, TEST@MAIL.COM , 9123456780 
1368, sandesh patil , DATA ANALYST ,mumbai,30000.0,1.0, TEST@MAIL.COM ,
1369,Rahul  Sharma ,Data Analyst,PUNE,,4.0,user@example.com, 9123456780 
1370, sandesh patil , DATA ANALYST , hyderabad ,,1.0,user@example.com, 9123456780 
1371,pooja patil,Business Analyst,PUNE,40000.0,1.0,user@example.com,
1372,Rahul  Sharma ,data analyst, hyderabad ,30000.0,5.0,employee@company.com,9876543210
1373, Akshay Kumar,data analyst,PUNE,25000.0,1.0, TEST@MAIL.COM ,
1374, sandesh patil ,Data Analyst,BELGAUM,25000.0,,employee@company.com,9876543210
1375, Akshay Kumar, DATA ANALYST , hyderabad ,30000.0,5.0, TEST@MAIL.COM ,
1376, Akshay Kumar,Data Analyst, Bangalore ,25000.0,1.0, TEST@MAIL.COM ,9876543210
1377,Rahul  Sharma ,Data Analyst, hyderabad ,30000.0,3.0,user@example.com,
1378,pooja patil,Data Analyst,PUNE,30000.0,2.0,user@example.com,9876543210
1379,SANJAY PATIL,Data Analyst,PUNE,30000.0,1.0,user@example.com,9876543210
1380,Rahul  Sharma ,Data Analyst,PUNE,40000.0,1.0,employee@company.com,9876543210
1381,pooja patil,Data Analyst,mumbai,30000.0,, TEST@MAIL.COM , 9123456780 
1382,pooja patil,Data Analyst,BELGAUM,30000.0,1.0,employee@company.com,
1383,Rahul  Sharma ,Business Analyst, Bangalore ,35000.0,4.0,user@example.com, 9123456780 
1384,SANJAY PATIL,Business Analyst, hyderabad ,35000.0,2.0, TEST@MAIL.COM , 9123456780 
1385,Rahul  Sharma ,Business Analyst, hyderabad ,25000.0,3.0,user@example.com, 9123456780 
1386,pooja patil,Business Analyst,BELGAUM,30000.0,1.0,user@example.com,9876543210
1387,Rahul  Sharma ,data analyst,PUNE,,,user@example.com,9876543210
1388, sandesh patil ,Data Analyst,mumbai,25000.0,2.0,employee@company.com,9876543210
1389, Akshay Kumar,Business Analyst, hyderabad ,40000.0,4.0, TEST@MAIL.COM , 9123456780 
1390,Rahul  Sharma , DATA ANALYST ,mumbai,25000.0,4.0,user@example.com,9876543210
1391,Rahul  Sharma ,Data Analyst,belgaum,,3.0, TEST@MAIL.COM , 9123456780 
1392, Akshay Kumar,Business Analyst,mumbai,25000.0,,employee@company.com,
1393,pooja patil,data analyst,BELGAUM,25000.0,,user@example.com,
1394,Rahul  Sharma ,Business Analyst,PUNE,30000.0,2.0,user@example.com,
1395, sandesh patil , DATA ANALYST ,PUNE,,2.0,user@example.com,9876543210
1396,Rahul  Sharma , DATA ANALYST ,PUNE,,1.0,user@example.com,9876543210
1397,SANJAY PATIL,Business Analyst, hyderabad ,40000.0,,user@example.com,
1398,Rahul  Sharma ,Data Analyst,mumbai,30000.0,5.0,user@example.com,
1399,Rahul  Sharma ,Business Analyst,mumbai,40000.0,3.0, TEST@MAIL.COM , 9123456780 
1400, Akshay Kumar,data analyst,PUNE,25000.0,1.0,employee@company.com, 9123456780 
1401,pooja patil,data analyst, hyderabad ,25000.0,3.0,user@example.com,9876543210
1402, Akshay Kumar,Data Analyst, Bangalore ,30000.0,2.0, TEST@MAIL.COM ,9876543210
1403,SANJAY PATIL,Data Analyst,BELGAUM,35000.0,3.0, TEST@MAIL.COM ,
1404,SANJAY PATIL,data analyst, hyderabad ,30000.0,,user@example.com, 9123456780 
1405, Akshay Kumar,Data Analyst,BELGAUM,30000.0,,employee@company.com,
1406, sandesh patil ,data analyst,BELGAUM,35000.0,4.0,user@example.com,
1407, sandesh patil ,data analyst,PUNE,30000.0,3.0,user@example.com,
1408, Akshay Kumar, DATA ANALYST , Bangalore ,,4.0,employee@company.com,9876543210
1409,Rahul  Sharma ,data analyst, hyderabad ,35000.0,, TEST@MAIL.COM ,9876543210
1410,SANJAY PATIL,data analyst,mumbai,40000.0,3.0, TEST@MAIL.COM ,
1411,Rahul  Sharma ,Business Analyst,PUNE,40000.0,3.0, TEST@MAIL.COM ,9876543210
1412,Rahul  Sharma ,data analyst,PUNE,30000.0,3.0,employee@company.com,9876543210
1413,pooja patil,Business Analyst, hyderabad ,35000.0,2.0,employee@company.com,
1414, Akshay Kumar,data analyst, hyderabad ,30000.0,,employee@company.com,
1415, sandesh patil ,Data Analyst,belgaum,35000.0,2.0,employee@company.com,
1416,Rahul  Sharma ,Data Analyst,belgaum,35000.0,5.0,employee@company.com,9876543210
1417, sandesh patil ,data analyst,BELGAUM,40000.0,2.0,employee@company.com,9876543210
1418, Akshay Kumar,Data Analyst,PUNE,35000.0,2.0, TEST@MAIL.COM , 9123456780 
1419, sandesh patil , DATA ANALYST , hyderabad ,40000.0,5.0,user@example.com,
1420,SANJAY PATIL,Business Analyst, hyderabad ,35000.0,5.0, TEST@MAIL.COM ,
1421,Rahul  Sharma ,Data Analyst,mumbai,30000.0,5.0,employee@company.com,9876543210
1422,SANJAY PATIL,Data Analyst,PUNE,35000.0,2.0, TEST@MAIL.COM ,9876543210
1423,Rahul  Sharma ,Business Analyst, hyderabad ,40000.0,3.0,user@example.com,
1424,SANJAY PATIL,Business Analyst,BELGAUM,25000.0,4.0,employee@company.com,9876543210
1425,SANJAY PATIL, DATA ANALYST ,mumbai,30000.0,2.0,user@example.com, 9123456780 
1426, sandesh patil ,Data Analyst,PUNE,40000.0,3.0,user@example.com,9876543210
1427,Rahul  Sharma ,Business Analyst,mumbai,35000.0,3.0, TEST@MAIL.COM , 9123456780 
1428,SANJAY PATIL,Data Analyst, Bangalore ,30000.0,,user@example.com,
1429,SANJAY PATIL, DATA ANALYST , Bangalore ,,1.0,employee@company.com,
1430,pooja patil, DATA ANALYST , hyderabad ,40000.0,3.0, TEST@MAIL.COM , 9123456780 
1431, Akshay Kumar,data analyst,BELGAUM,40000.0,2.0,employee@company.com,
1432,pooja patil, DATA ANALYST , Bangalore ,,2.0,user@example.com,9876543210
1433, sandesh patil ,Data Analyst, hyderabad ,30000.0,4.0,employee@company.com, 9123456780 
1434,SANJAY PATIL, DATA ANALYST ,PUNE,,2.0,employee@company.com,
1435,pooja patil,Data Analyst,PUNE,,4.0,employee@company.com,9876543210
1436,pooja patil,Business Analyst,belgaum,35000.0,2.0, TEST@MAIL.COM , 9123456780 
1437,Rahul  Sharma , DATA ANALYST , hyderabad ,,5.0,employee@company.com, 9123456780 
1438,Rahul  Sharma , DATA ANALYST ,belgaum,25000.0,5.0,employee@company.com,9876543210
1439, Akshay Kumar, DATA ANALYST , hyderabad ,40000.0,4.0,user@example.com, 9123456780 
1440, sandesh patil ,Business Analyst,mumbai,40000.0,1.0,user@example.com,9876543210
1441,pooja patil,Data Analyst,PUNE,30000.0,4.0, TEST@MAIL.COM , 9123456780 
1442,pooja patil,Business Analyst,mumbai,35000.0,5.0,user@example.com,9876543210
1443,SANJAY PATIL,Data Analyst,belgaum,30000.0,1.0, TEST@MAIL.COM ,
1444, sandesh patil ,data analyst,belgaum,,4.0, TEST@MAIL.COM ,
1445,Rahul  Sharma ,Data Analyst,BELGAUM,25000.0,4.0, TEST@MAIL.COM ,9876543210
1446, Akshay Kumar,Data Analyst,mumbai,30000.0,4.0,employee@company.com, 9123456780 
1447,Rahul  Sharma ,Data Analyst,belgaum,40000.0,5.0, TEST@MAIL.COM , 9123456780 
1448, sandesh patil ,data analyst,BELGAUM,35000.0,4.0,employee@company.com, 9123456780 
1449,SANJAY PATIL,Data Analyst,belgaum,40000.0,2.0,employee@company.com, 9123456780 
1450,pooja patil,data analyst,BELGAUM,25000.0,5.0,employee@company.com,9876543210
1451,pooja patil,data analyst,belgaum,25000.0,2.0, TEST@MAIL.COM ,
1452,pooja patil,Data Analyst,PUNE,30000.0,3.0, TEST@MAIL.COM , 9123456780 
1453, sandesh patil , DATA ANALYST ,belgaum,25000.0,1.0,user@example.com,
1454,pooja patil,Data Analyst,PUNE,35000.0,2.0,user@example.com,
1455,SANJAY PATIL, DATA ANALYST ,BELGAUM,40000.0,,employee@company.com,9876543210
1456, sandesh patil ,data analyst,mumbai,35000.0,, TEST@MAIL.COM ,
1457,SANJAY PATIL,Business Analyst,PUNE,40000.0,4.0,employee@company.com,
1458, Akshay Kumar,data analyst,mumbai,25000.0,1.0,user@example.com,
1459,SANJAY PATIL,data analyst,BELGAUM,30000.0,, TEST@MAIL.COM ,9876543210
1460, sandesh patil ,Data Analyst,mumbai,,1.0,employee@company.com,9876543210
1461,SANJAY PATIL,Business Analyst,mumbai,,1.0,user@example.com, 9123456780 
1462,SANJAY PATIL,Data Analyst,belgaum,,4.0,employee@company.com, 9123456780 
1463,Rahul  Sharma ,Business Analyst,belgaum,30000.0,4.0,employee@company.com,
1464, sandesh patil ,Business Analyst,BELGAUM,35000.0,1.0,employee@company.com,9876543210
1465,Rahul  Sharma ,Business Analyst, Bangalore ,40000.0,3.0,employee@company.com,
1466, sandesh patil ,Data Analyst,belgaum,40000.0,3.0, TEST@MAIL.COM ,
1467, Akshay Kumar,Data Analyst,BELGAUM,30000.0,2.0,employee@company.com,
1468, Akshay Kumar,Data Analyst, hyderabad ,40000.0,1.0,user@example.com,
1469, Akshay Kumar,Data Analyst, Bangalore ,30000.0,2.0,employee@company.com, 9123456780 
1470,Rahul  Sharma ,Data Analyst, Bangalore ,40000.0,, TEST@MAIL.COM ,
1471, Akshay Kumar, DATA ANALYST , hyderabad ,35000.0,5.0, TEST@MAIL.COM ,9876543210
1472,pooja patil,data analyst, Bangalore ,25000.0,5.0, TEST@MAIL.COM ,
1473,Rahul  Sharma ,Business Analyst, Bangalore ,25000.0,, TEST@MAIL.COM ,
1474,SANJAY PATIL,Data Analyst,PUNE,40000.0,, TEST@MAIL.COM ,9876543210
1475,Rahul  Sharma ,Data Analyst, Bangalore ,30000.0,1.0, TEST@MAIL.COM ,
1476,Rahul  Sharma , DATA ANALYST ,BELGAUM,35000.0,3.0, TEST@MAIL.COM ,9876543210
1477, sandesh patil ,data analyst, Bangalore ,25000.0,,employee@company.com,9876543210
1478,SANJAY PATIL,data analyst,belgaum,25000.0,2.0, TEST@MAIL.COM , 9123456780 
1479, Akshay Kumar,Business Analyst,mumbai,35000.0,5.0, TEST@MAIL.COM ,
1480,SANJAY PATIL,Business Analyst, Bangalore ,35000.0,1.0, TEST@MAIL.COM ,
1481, sandesh patil ,Business Analyst,BELGAUM,,,user@example.com,9876543210
1482,Rahul  Sharma ,data analyst,mumbai,,5.0, TEST@MAIL.COM ,9876543210
1483,pooja patil,data analyst, hyderabad ,30000.0,5.0,employee@company.com,
1484, Akshay Kumar,Data Analyst, Bangalore ,35000.0,4.0, TEST@MAIL.COM , 9123456780 
1485, sandesh patil , DATA ANALYST ,BELGAUM,,1.0,employee@company.com,9876543210
1486,SANJAY PATIL,Business Analyst,mumbai,30000.0,2.0,employee@company.com, 9123456780 
1487,pooja patil, DATA ANALYST , Bangalore ,,2.0, TEST@MAIL.COM ,9876543210
1488,Rahul  Sharma ,Business Analyst,mumbai,30000.0,2.0, TEST@MAIL.COM ,9876543210
1489,pooja patil,Data Analyst,PUNE,,4.0,employee@company.com,9876543210
1490,Rahul  Sharma ,Data Analyst,belgaum,40000.0,3.0,user@example.com,
1491,pooja patil,data analyst, Bangalore ,25000.0,4.0, TEST@MAIL.COM ,9876543210
1492,pooja patil,Business Analyst, hyderabad ,35000.0,4.0,employee@company.com,9876543210
1493, sandesh patil ,Data Analyst, Bangalore ,25000.0,1.0,employee@company.com,
1494, Akshay Kumar, DATA ANALYST ,mumbai,30000.0,,user@example.com,9876543210
1495, Akshay Kumar,Business Analyst, Bangalore ,25000.0,1.0,user@example.com,9876543210
1496, Akshay Kumar,data analyst,BELGAUM,40000.0,5.0, TEST@MAIL.COM ,
1497,SANJAY PATIL,Business Analyst, Bangalore ,,2.0,user@example.com,
1498, Akshay Kumar,Business Analyst, Bangalore ,25000.0,2.0,user@example.com,9876543210
1499,pooja patil,data analyst,BELGAUM,,1.0,employee@company.com,9876543210
1500, sandesh patil ,Business Analyst,belgaum,,2.0,user@example.com,9876543210
