Guest_ID,Guest_Name,Hotel_Name,City,Room_Type,Nights_Stayed,Room_Rate,Food_Bill,Rating,Booking_Source,CheckIn_Date,Total_Bill
1503,Neha Gupta,City Palace,Mumbai,Standard,2,7263,5727.0,4.2,Goibibo,2025-09-11,20253.0
1504,Vikas Patil,City Palace,Delhi,Suite,7,6094,6538.0,3.7,Goibibo,2025-01-04,49196.0
1505,Karan Joshi,City Palace,Bangalore,Deluxe,6,8167,6656.0,2.9,Booking.com,2025-08-25,55658.0
1506,Karan Joshi,Comfort Hub,Mumbai,Deluxe,5,4793,7064.0,3.3,Agoda,2025-02-07,31029.0
1507,Neha Kulkarni,Ocean View,Delhi,Deluxe,4,4892,4905.0,3.1,Walk-in,2025-01-20,24473.0
1508,Pooja Joshi,City Palace,Bangalore,Standard,4,3198,7347.0,4.7,Booking.com,2025-04-23,20139.0
1509,Anjali Kulkarni,Grand Stay,Mumbai,Standard,6,10011,7063.0,3.7,Booking.com,2025-01-23,67129.0
1510,Vikas Kulkarni,Elite Suites,Bangalore,Deluxe,4,4372,692.0,3.9,Walk-in,2025-05-16,18180.0
1511,Amit Rao,Elite Suites,Bangalore,Suite,5,3892,4330.0,4.0,Booking.com,2025-09-05,23790.0
1512,Anjali Gupta,Royal Inn,Mumbai,Suite,5,7790,951.0,4.1,MakeMyTrip,2025-10-28,39901.0
1513,Pooja Verma,Royal Inn,Mumbai,Executive,6,3883,5950.0,3.7,Walk-in,2025-04-07,29248.0
1514,Neha Sharma,Comfort Hub,Bangalore,Deluxe,5,7467,1360.0,2.5,MakeMyTrip,2025-02-02,38695.0
1515,Pooja Singh,Comfort Hub,Chennai,Suite,7,2797,5127.0,3.3,Goibibo,2025-05-15,24706.0
1516,Pooja Kulkarni,Elite Suites,Mumbai,Deluxe,1,10209,5562.0,3.0,Walk-in,2025-09-12,15771.0
1517,Neha Joshi,Grand Stay,Delhi,Suite,2,10235,6060.0,4.2,Walk-in,2025-10-05,26530.0
1518,Rahul Joshi,Ocean View,Pune,Executive,7,2154,538.0,2.6,Agoda,2025-05-13,15616.0
1519,Anjali Joshi,Ocean View,Hyderabad,Executive,7,6962,819.0,3.9,Agoda,2025-08-26,49553.0
1520,Amit Joshi,Comfort Hub,Bangalore,Deluxe,4,6080,5777.0,3.0,Walk-in,2025-01-15,30097.0
1521,Vikas Sharma,Grand Stay,Bangalore,Suite,1,10050,3162.0,4.9,Goibibo,2025-10-04,13212.0
1522,Anjali Sharma,Comfort Hub,Hyderabad,Standard,6,7947,3925.0,3.3,,2025-05-06,51607.0
1523,Amit Gupta,Ocean View,Chennai,Executive,4,11617,271.0,3.3,Agoda,2025-12-11,46739.0
1524,Karan Joshi,Comfort Hub,Hyderabad,Deluxe,1,6320,1028.0,4.8,Goibibo,2025-01-17,7348.0
1525,Priya Joshi,City Palace,Mumbai,Deluxe,5,3892,3665.0,3.5,Goibibo,2025-11-08,23125.0
1526,Pooja Rao,Comfort Hub,Hyderabad,Suite,6,11089,6018.0,4.9,Agoda,2025-02-19,72552.0
1527,Pooja Patil,Elite Suites,Bangalore,Deluxe,6,5424,1242.0,2.6,Booking.com,2025-05-15,33786.0
1528,Pooja Patil,Comfort Hub,Hyderabad,Executive,4,11450,1141.0,3.3,Agoda,2025-04-28,46941.0
1529,Rahul Sharma,Elite Suites,Pune,Deluxe,5,4015,592.0,4.2,Goibibo,2025-11-02,20667.0
1530,Neha Gupta,Grand Stay,Delhi,Deluxe,4,8673,7119.0,4.7,MakeMyTrip,2025-03-01,41811.0
1531,Pooja Gupta,Ocean View,Mumbai,Standard,3,8032,1605.0,3.1,Agoda,2025-05-05,25701.0
1532,Amit Patil,Royal Inn,Hyderabad,Standard,1,6833,4210.0,4.8,Goibibo,2025-04-26,11043.0
1533,Neha Sharma,Royal Inn,Bangalore,Executive,3,11894,6406.0,4.0,Agoda,2025-06-22,42088.0
1534,Anjali Sharma,Ocean View,Delhi,Suite,1,11065,3377.0,4.5,Goibibo,2025-07-06,14442.0
1535,Karan Kulkarni,Royal Inn,Mumbai,Standard,2,2565,5773.0,3.5,Booking.com,2025-03-29,10903.0
1536,Priya Singh,Comfort Hub,Bangalore,Suite,7,9412,5541.0,,Goibibo,2025-07-22,71425.0
1537,Sneha Gupta,Grand Stay,Chennai,Executive,6,4018,4071.0,4.8,Walk-in,2025-12-27,28179.0
1538,Anjali Sharma,Grand Stay,Pune,Standard,4,4314,4302.0,4.8,MakeMyTrip,2025-11-07,21558.0
1539,Pooja Patil,Ocean View,Chennai,Suite,2,6412,3694.0,3.7,Goibibo,2025-11-16,16518.0
1540,Karan Patil,Royal Inn,Pune,Standard,2,5883,2350.0,2.5,Agoda,2025-07-01,14116.0
1541,Rahul Patil,Comfort Hub,Hyderabad,Executive,6,10216,4207.0,2.8,Agoda,2025-12-18,65503.0
1542,Anjali Joshi,Grand Stay,Mumbai,Executive,6,8739,1440.0,3.9,Goibibo,2025-06-17,53874.0
1543,Rohan Rao,Grand Stay,Hyderabad,Standard,1,11329,3626.0,2.6,Walk-in,2025-06-30,14955.0
1544,Rahul Gupta,City Palace,Pune,Suite,3,9902,1882.0,3.5,Goibibo,2025-10-27,31588.0
1545,Sneha Joshi,City Palace,Pune,Deluxe,5,3189,7452.0,3.3,Booking.com,2025-05-10,23397.0
1546,Karan Verma,Grand Stay,Pune,Deluxe,1,9156,3711.0,4.3,Walk-in,2025-05-29,12867.0
1547,Vikas Sharma,Ocean View,Delhi,Standard,5,9342,184.0,2.6,Goibibo,2025-11-02,46894.0
1548,Amit Rao,Elite Suites,Bangalore,Suite,2,8884,5860.0,3.7,MakeMyTrip,2025-07-28,23628.0
1549,Rahul Verma,Elite Suites,Mumbai,Deluxe,5,5157,4996.0,3.9,Walk-in,2025-04-21,30781.0
1550,Neha Singh,Comfort Hub,Hyderabad,Executive,3,7520,220.0,4.0,Goibibo,2025-05-17,22780.0
1551,Anjali Rao,Grand Stay,Hyderabad,Suite,1,3741,5563.0,3.5,MakeMyTrip,2025-12-21,9304.0
1552,Vikas Gupta,Grand Stay,Chennai,Deluxe,6,5688,3188.0,3.3,Goibibo,2025-07-30,37316.0
1553,Amit Gupta,Grand Stay,Pune,Suite,3,9485,1093.0,4.2,Booking.com,2025-05-26,29548.0
1554,Karan Gupta,Ocean View,Pune,Standard,7,7369,2945.0,4.6,Agoda,2025-03-25,54528.0
1555,Amit Rao,City Palace,Pune,Suite,3,7644,7237.0,4.2,Goibibo,2025-01-30,30169.0
1556,Priya Joshi,Grand Stay,Hyderabad,Deluxe,7,11089,6765.0,4.8,Walk-in,2025-03-06,84388.0
1557,Pooja Patil,Grand Stay,Chennai,Standard,1,6023,2474.0,4.3,Goibibo,2025-01-24,8497.0
1558,Priya Patil,Royal Inn,Bangalore,Suite,6,2716,6787.0,4.4,Goibibo,2025-07-30,23083.0
1559,Sneha Verma,Ocean View,Delhi,Executive,3,5967,2615.0,2.9,Goibibo,2025-08-10,20516.0
1560,Anjali Kulkarni,Comfort Hub,Mumbai,Deluxe,7,9423,2012.0,3.5,Goibibo,2025-03-31,67973.0
1561,Anjali Joshi,Grand Stay,Bangalore,Standard,6,8450,2490.0,3.7,Walk-in,2025-04-16,53190.0
1562,Amit Gupta,Royal Inn,Hyderabad,Suite,4,5215,600.0,3.1,Walk-in,2025-06-21,21460.0
1563,Neha Patil,Elite Suites,Delhi,Executive,4,9825,1160.0,3.8,Goibibo,2025-08-18,40460.0
1564,Rohan Kulkarni,Comfort Hub,Delhi,Deluxe,4,2390,4599.0,3.2,Agoda,2025-03-18,14159.0
1565,Rahul Patil,Grand Stay,Delhi,Executive,5,11891,6274.0,4.2,Goibibo,2025-03-09,65729.0
1566,Rahul Patil,Grand Stay,Pune,Suite,3,5037,4313.0,3.7,Walk-in,2025-12-31,19424.0
1567,Rohan Sharma,Royal Inn,Mumbai,Suite,1,2232,2735.0,3.6,Booking.com,2025-12-19,4967.0
1568,Karan Verma,Ocean View,Hyderabad,Standard,1,5131,2218.0,5.0,Goibibo,2025-04-02,7349.0
1569,Anjali Rao,Grand Stay,Hyderabad,Executive,5,9634,5594.0,3.5,Goibibo,2025-03-29,53764.0
1570,Rohan Rao,Elite Suites,Delhi,Standard,1,2233,4707.0,3.4,Goibibo,2025-02-19,6940.0
1571,Neha Joshi,Grand Stay,Hyderabad,Deluxe,7,3391,7135.0,3.3,Goibibo,2025-04-13,30872.0
1572,Amit Kulkarni,Elite Suites,Mumbai,Standard,4,11447,1152.0,4.7,MakeMyTrip,2025-02-15,46940.0
1573,Amit Verma,Comfort Hub,Mumbai,Deluxe,3,2889,56.0,3.7,Goibibo,2025-06-28,8723.0
1574,Priya Verma,Comfort Hub,Chennai,Suite,1,9902,1204.0,4.0,Walk-in,2025-09-24,11106.0
1575,Pooja Kulkarni,City Palace,Chennai,Suite,1,2745,4341.0,3.0,Walk-in,2025-09-25,7086.0
1576,Rahul Singh,City Palace,Bangalore,Executive,2,11911,143.0,3.9,MakeMyTrip,2025-11-16,23965.0
1577,Rohan Rao,Elite Suites,Mumbai,Deluxe,2,2427,7218.0,,Goibibo,2025-01-08,12072.0
1578,Pooja Gupta,Ocean View,Mumbai,Suite,2,2731,367.0,4.3,Agoda,2025-09-22,5829.0
1579,Neha Patil,Grand Stay,Mumbai,Executive,3,2799,1482.0,4.6,Goibibo,2025-03-19,9879.0
1580,Rahul Gupta,Grand Stay,Chennai,Executive,4,8507,6361.0,4.3,Walk-in,2025-08-28,40389.0
1581,Karan Rao,City Palace,Delhi,Standard,6,9025,615.0,4.3,Booking.com,2025-09-15,54765.0
1582,Rohan Patil,Elite Suites,Delhi,Executive,4,11027,3638.0,3.8,Booking.com,2025-07-15,47746.0
1583,Pooja Joshi,Grand Stay,Hyderabad,Suite,4,9624,3328.0,4.3,,2025-11-26,41824.0
1584,Sneha Sharma,Grand Stay,Delhi,Standard,3,10326,5977.0,3.6,Goibibo,2025-05-11,36955.0
1585,Karan Rao,Ocean View,Pune,Deluxe,7,7383,3227.0,4.1,MakeMyTrip,2025-12-09,54908.0
1586,Priya Patil,Royal Inn,Chennai,Deluxe,7,8207,1588.0,3.1,Goibibo,2025-09-18,59037.0
1587,Neha Joshi,City Palace,Mumbai,Suite,3,4538,2489.0,2.7,Agoda,2025-08-30,16103.0
1588,Pooja Gupta,City Palace,Delhi,Suite,2,5718,6984.0,3.5,Agoda,2025-06-20,18420.0
1589,Anjali Singh,Royal Inn,Chennai,Standard,1,10232,3003.0,3.7,Agoda,2025-05-27,13235.0
1590,Anjali Kulkarni,Grand Stay,Delhi,Standard,5,5367,698.0,3.1,Booking.com,2025-09-27,27533.0
1591,Anjali Gupta,Ocean View,Bangalore,Suite,5,7008,4971.0,4.3,Goibibo,2025-05-29,40011.0
1592,Pooja Singh,Ocean View,Mumbai,Suite,6,7229,5781.0,2.7,Goibibo,2025-10-26,49155.0
1593,Sneha Rao,City Palace,Bangalore,Deluxe,1,9388,2823.0,3.1,MakeMyTrip,2025-01-28,12211.0
1594,Amit Rao,Ocean View,Mumbai,Deluxe,6,4415,6905.0,4.4,Agoda,2025-05-29,33395.0
1595,Pooja Singh,Comfort Hub,Chennai,Deluxe,2,9171,944.0,3.6,Agoda,2025-10-07,19286.0
1596,Priya Rao,Royal Inn,Hyderabad,Suite,6,4949,3881.0,4.3,Walk-in,2025-07-01,33575.0
1597,Karan Singh,Grand Stay,Delhi,Executive,1,6261,922.0,3.9,Walk-in,2025-06-15,7183.0
1598,Priya Verma,Comfort Hub,Delhi,Suite,1,7145,7078.0,4.9,Booking.com,2025-01-17,14223.0
1599,Neha Joshi,Royal Inn,Pune,Suite,5,5466,1746.0,4.0,Goibibo,2025-05-30,29076.0
1600,Anjali Kulkarni,Elite Suites,Bangalore,Deluxe,7,5088,4120.0,2.5,MakeMyTrip,2025-12-05,39736.0
1601,Priya Joshi,City Palace,Delhi,Suite,2,3115,2853.0,3.4,MakeMyTrip,2025-02-14,9083.0
1602,Priya Gupta,Ocean View,Chennai,Standard,3,6578,5783.0,2.9,Agoda,2025-11-26,25517.0
1603,Anjali Joshi,Elite Suites,Hyderabad,Suite,6,4590,1559.0,4.8,MakeMyTrip,2025-07-08,29099.0
1604,Sneha Patil,Ocean View,Chennai,Suite,5,9372,6907.0,2.8,Agoda,2025-05-19,53767.0
1605,Rahul Kulkarni,Comfort Hub,Bangalore,Suite,6,5573,1083.0,3.5,Goibibo,2025-03-02,34521.0
1606,Anjali Singh,Grand Stay,Pune,Suite,6,4978,3538.0,3.1,MakeMyTrip,2025-10-21,33406.0
1607,Pooja Verma,Grand Stay,Delhi,Executive,3,11422,433.0,4.6,Agoda,2025-11-18,34699.0
1608,Pooja Gupta,Grand Stay,Chennai,Suite,2,9313,2926.0,3.3,Goibibo,2025-02-02,21552.0
1609,Anjali Gupta,Ocean View,Mumbai,Standard,1,9022,1089.0,5.0,Goibibo,2025-10-26,10111.0
1610,Anjali Kulkarni,Elite Suites,Hyderabad,Standard,4,6975,2957.0,2.6,Agoda,2025-04-22,30857.0
1611,Priya Patil,Grand Stay,Chennai,Suite,6,6925,2612.0,2.8,Agoda,2025-10-18,44162.0
1612,Priya Patil,Elite Suites,Hyderabad,Deluxe,4,10047,6047.0,3.1,Booking.com,2025-02-06,46235.0
1613,Neha Rao,Ocean View,Delhi,Executive,2,10090,6249.0,4.5,Goibibo,2025-04-10,26429.0
1614,Anjali Patil,Comfort Hub,Mumbai,Suite,4,10051,4191.0,4.7,Agoda,2025-01-23,44395.0
1615,Neha Rao,Elite Suites,Pune,Suite,6,7292,3759.0,2.7,Goibibo,2025-08-06,47511.0
1616,Rohan Patil,Comfort Hub,Pune,Suite,3,8645,7718.0,2.6,MakeMyTrip,2025-03-30,33653.0
1617,Karan Gupta,Ocean View,Mumbai,Deluxe,4,7403,4263.0,4.4,Walk-in,2025-07-28,33875.0
1618,Priya Joshi,Ocean View,Hyderabad,Deluxe,2,5430,2089.0,2.8,Walk-in,2025-09-28,12949.0
1619,Pooja Joshi,City Palace,Delhi,Deluxe,2,3995,1902.0,2.8,Agoda,2025-08-25,9892.0
1620,Rohan Patil,Ocean View,Chennai,Executive,7,8030,6247.0,2.6,Agoda,2025-07-28,62457.0
1621,Rahul Kulkarni,Ocean View,Mumbai,Standard,7,5891,5964.0,2.6,Goibibo,2025-10-05,47201.0
1622,Neha Kulkarni,Royal Inn,Bangalore,Executive,3,9145,7371.0,3.2,Agoda,2025-07-25,34806.0
1623,Amit Verma,Grand Stay,Hyderabad,Deluxe,4,10498,2567.0,2.7,Goibibo,2025-03-19,44559.0
1624,Karan Kulkarni,City Palace,Pune,Standard,4,11554,1998.0,3.4,Agoda,2025-11-24,48214.0
1625,Vikas Gupta,City Palace,Mumbai,Standard,7,4102,6425.0,4.6,Goibibo,2025-04-08,35139.0
1626,Vikas Sharma,City Palace,Pune,Deluxe,1,5030,3114.0,3.3,Agoda,2025-12-12,8144.0
1627,Pooja Patil,Royal Inn,Hyderabad,Deluxe,5,10524,2994.0,4.3,Booking.com,2025-12-31,55614.0
1628,Karan Sharma,Comfort Hub,Pune,Executive,2,10107,5229.0,2.7,Goibibo,2025-12-16,25443.0
1629,Vikas Rao,Ocean View,Mumbai,Deluxe,1,2242,2010.0,4.1,Booking.com,2025-12-02,4252.0
1630,Pooja Patil,Grand Stay,Hyderabad,Standard,2,3884,7377.0,3.3,Booking.com,2025-04-04,15145.0
1631,Priya Rao,Elite Suites,Bangalore,Suite,1,10015,4844.0,4.4,Booking.com,2025-03-21,14859.0
1632,Neha Sharma,Comfort Hub,Mumbai,Deluxe,7,11624,1891.0,2.8,Booking.com,2025-02-07,83259.0
1633,Rohan Sharma,Ocean View,Chennai,Deluxe,7,8747,830.0,4.7,MakeMyTrip,2025-08-16,62059.0
1634,Sneha Rao,Royal Inn,Delhi,Executive,5,10494,48.0,3.1,Walk-in,2025-05-14,52518.0
1635,Rahul Verma,Ocean View,Mumbai,Executive,1,6330,4210.0,3.4,MakeMyTrip,2025-07-15,10540.0
1636,Amit Joshi,Ocean View,Hyderabad,Deluxe,2,9863,1178.0,4.9,Agoda,2025-10-09,20904.0
1637,Anjali Patil,Royal Inn,Delhi,Standard,4,5109,5768.0,3.9,Agoda,2025-04-11,26204.0
1638,Rohan Singh,City Palace,Mumbai,Standard,2,4186,6646.0,3.4,Walk-in,2025-03-16,15018.0
1639,Neha Gupta,City Palace,Bangalore,Suite,6,3550,7846.0,4.9,Walk-in,2025-10-21,29146.0
1640,Anjali Patil,Grand Stay,Bangalore,Deluxe,7,11984,7878.0,3.3,Walk-in,2025-07-27,91766.0
1641,Rahul Gupta,Grand Stay,Chennai,Executive,3,2646,3033.0,2.7,Booking.com,2025-03-24,10971.0
1642,Neha Sharma,City Palace,Pune,Standard,3,8144,70.0,5.0,MakeMyTrip,2025-05-23,24502.0
1643,Sneha Gupta,Comfort Hub,Delhi,Suite,7,6656,7155.0,3.2,Agoda,2025-02-25,53747.0
1644,Rahul Kulkarni,Elite Suites,Hyderabad,Deluxe,6,10904,7686.0,4.6,MakeMyTrip,2025-12-27,73110.0
1645,Rahul Singh,Ocean View,Hyderabad,Standard,3,2537,7879.0,2.9,MakeMyTrip,2025-10-14,15490.0
1646,Vikas Patil,Elite Suites,Pune,Deluxe,7,8572,5455.0,4.3,MakeMyTrip,2025-07-30,65459.0
1647,Pooja Joshi,Ocean View,Bangalore,Deluxe,3,2234,66.0,3.8,Walk-in,2025-06-28,6768.0
1648,Neha Singh,City Palace,Bangalore,Standard,7,11696,5612.0,5.0,Walk-in,2025-02-27,87484.0
1649,Anjali Patil,Grand Stay,Mumbai,Standard,5,8539,,3.9,Agoda,2025-03-14,48464.0
1650,Rohan Patil,Comfort Hub,Chennai,Standard,4,3374,1777.0,2.6,Agoda,2025-08-03,15273.0
1651,Rohan Rao,Grand Stay,Delhi,Deluxe,4,3909,5062.0,4.0,Agoda,2025-09-23,20698.0
1652,Anjali Rao,Elite Suites,Chennai,Deluxe,2,11107,7380.0,2.9,MakeMyTrip,2025-03-14,29594.0
1653,Rahul Gupta,Grand Stay,Chennai,Suite,6,9218,2228.0,4.5,Walk-in,2025-09-28,57536.0
1654,Anjali Rao,City Palace,Mumbai,Executive,7,2080,1789.0,4.6,Booking.com,2025-12-20,16349.0
1655,Sneha Patil,Comfort Hub,Chennai,Deluxe,1,4083,612.0,3.7,MakeMyTrip,2025-08-22,4695.0
1656,Amit Kulkarni,Elite Suites,Pune,Executive,2,3690,1886.0,4.5,Goibibo,2025-11-15,9266.0
1657,Sneha Sharma,Comfort Hub,Mumbai,Standard,2,2756,1622.0,2.9,MakeMyTrip,2025-01-19,7134.0
1658,Neha Singh,Ocean View,Pune,Deluxe,7,4670,696.0,3.7,Walk-in,2025-04-23,33386.0
1659,Rahul Sharma,Grand Stay,Mumbai,Suite,7,5751,6746.0,3.5,Goibibo,2025-03-04,47003.0
1660,Neha Rao,Comfort Hub,Chennai,Suite,2,10659,6391.0,4.0,MakeMyTrip,2025-07-03,27709.0
1661,Pooja Patil,Royal Inn,Pune,Executive,2,7261,1237.0,2.6,,2025-10-04,15759.0
1662,Anjali Gupta,Grand Stay,Pune,Standard,4,8852,2406.0,4.4,Walk-in,2025-06-11,37814.0
1663,Rohan Kulkarni,Ocean View,Pune,Executive,1,3494,248.0,2.7,Booking.com,2025-08-31,3742.0
1664,Amit Verma,Comfort Hub,Mumbai,Standard,2,7740,637.0,4.1,MakeMyTrip,2025-05-25,16117.0
1665,Priya Sharma,Elite Suites,Hyderabad,Suite,4,11211,949.0,2.5,Walk-in,2025-05-26,45793.0
1666,Amit Joshi,Ocean View,Chennai,Executive,2,10055,1904.0,4.6,Agoda,2025-03-22,22014.0
1667,Sneha Singh,Royal Inn,Pune,Suite,3,2901,3587.0,2.9,Walk-in,2025-11-18,12290.0
1668,Rahul Kulkarni,Comfort Hub,Delhi,Suite,2,2672,1111.0,3.8,Booking.com,2025-11-17,6455.0
1669,Rohan Singh,City Palace,Hyderabad,Standard,7,10630,6806.0,3.2,Walk-in,2025-02-12,81216.0
1670,Sneha Kulkarni,Grand Stay,Delhi,Executive,6,2444,175.0,4.3,MakeMyTrip,2025-11-09,14839.0
1671,Anjali Patil,Elite Suites,Chennai,Executive,6,11157,722.0,3.3,MakeMyTrip,2025-10-20,67664.0
1672,Vikas Kulkarni,City Palace,Chennai,Suite,2,10655,6569.0,4.3,Goibibo,2025-06-25,27879.0
1673,Amit Verma,Comfort Hub,Pune,Suite,5,4198,3842.0,3.2,MakeMyTrip,2025-03-10,24832.0
1674,Rohan Rao,Comfort Hub,Pune,Standard,3,4287,,4.4,Goibibo,2025-02-25,16535.0
1675,Anjali Joshi,Ocean View,Mumbai,Deluxe,1,6008,4866.0,2.6,Agoda,2025-04-29,10874.0
1676,Vikas Kulkarni,Comfort Hub,Hyderabad,Deluxe,2,11104,1947.0,3.2,Booking.com,2025-07-23,24155.0
1677,Karan Rao,Elite Suites,Hyderabad,Suite,1,2496,702.0,3.7,Agoda,2025-02-24,3198.0
1678,Amit Patil,City Palace,Pune,Deluxe,3,3463,2128.0,2.6,Goibibo,2025-02-07,12517.0
1679,Anjali Sharma,Elite Suites,Chennai,Deluxe,2,8828,926.0,3.0,Walk-in,2025-08-31,18582.0
1680,Amit Verma,Royal Inn,Pune,Deluxe,5,6253,4233.0,4.8,Walk-in,2025-07-20,35498.0
1681,Anjali Joshi,Royal Inn,Chennai,Deluxe,4,2493,3504.0,4.9,Agoda,2025-08-24,13476.0
1682,Anjali Joshi,Grand Stay,Chennai,Suite,5,7065,2517.0,4.3,Walk-in,2025-01-15,37842.0
1683,Pooja Singh,Grand Stay,Pune,Deluxe,7,7430,2397.0,3.1,Goibibo,2025-05-24,54407.0
1684,Karan Joshi,Royal Inn,Bangalore,Deluxe,5,3426,1149.0,3.2,Booking.com,2025-03-18,18279.0
1685,Karan Joshi,Comfort Hub,Hyderabad,Standard,4,11884,6036.0,4.1,MakeMyTrip,2025-11-05,53572.0
1686,Rohan Verma,Elite Suites,Delhi,Suite,7,3793,5987.0,2.8,Goibibo,2025-09-20,32538.0
1687,Sneha Kulkarni,Royal Inn,Chennai,Executive,4,4723,3380.0,4.9,Goibibo,2025-07-04,22272.0
1688,Priya Kulkarni,Grand Stay,Chennai,Executive,6,2658,1878.0,3.1,MakeMyTrip,2025-02-24,17826.0
1689,Rahul Kulkarni,Royal Inn,Bangalore,Standard,4,6761,1253.0,5.0,MakeMyTrip,2025-11-04,28297.0
1690,Karan Rao,Comfort Hub,Delhi,Standard,2,9630,1483.0,3.7,Booking.com,2025-01-04,20743.0
1691,Amit Singh,Royal Inn,Mumbai,Suite,1,10741,5464.0,4.4,Booking.com,2025-10-26,16205.0
1692,Sneha Sharma,Elite Suites,Bangalore,Executive,6,10834,309.0,,Booking.com,2025-02-09,65313.0
1693,Rahul Kulkarni,City Palace,Delhi,Deluxe,6,6350,5139.0,4.7,Walk-in,2025-08-18,43239.0
1694,Karan Singh,Comfort Hub,Bangalore,Standard,1,2207,3952.0,3.2,Goibibo,2025-10-13,6159.0
1695,Priya Kulkarni,Grand Stay,Chennai,Executive,6,6190,7728.0,4.2,MakeMyTrip,2025-05-18,44868.0
1696,Sneha Rao,Elite Suites,Hyderabad,Suite,4,3883,3049.0,4.5,Goibibo,2025-04-13,18581.0
1697,Rohan Kulkarni,Royal Inn,Bangalore,Deluxe,5,4886,5766.0,2.9,Goibibo,2025-01-07,30196.0
1698,Pooja Gupta,Royal Inn,Mumbai,Suite,3,2477,1564.0,3.6,Booking.com,2025-06-13,8995.0
1699,Karan Joshi,City Palace,Pune,Standard,4,10953,5679.0,3.7,Booking.com,2025-12-31,49491.0
1700,Vikas Sharma,Grand Stay,Delhi,Executive,7,10381,1500.0,3.3,Goibibo,2025-10-03,74167.0
1701,Karan Singh,Grand Stay,Bangalore,Executive,7,8854,6412.0,3.7,Booking.com,2025-02-18,68390.0
1702,Amit Singh,Ocean View,Bangalore,Executive,5,2755,7170.0,3.3,Walk-in,2025-04-06,20945.0
1703,Priya Joshi,Grand Stay,Mumbai,Executive,5,11638,4865.0,3.4,MakeMyTrip,2025-02-28,63055.0
1704,Anjali Patil,City Palace,Hyderabad,Deluxe,6,6931,15.0,4.2,Goibibo,2025-08-19,41601.0
1705,Priya Joshi,Ocean View,Bangalore,Deluxe,2,11855,605.0,4.1,MakeMyTrip,2025-06-26,24315.0
1706,Anjali Rao,Ocean View,Bangalore,Suite,2,7724,1381.0,3.1,Walk-in,2025-03-31,16829.0
1707,Rohan Verma,Royal Inn,Hyderabad,Deluxe,6,6150,,4.7,Booking.com,2025-10-09,44713.0
1708,Rahul Sharma,Royal Inn,Mumbai,Standard,6,6060,4908.0,4.7,Agoda,2025-02-05,41268.0
1709,Amit Patil,Grand Stay,Delhi,Standard,1,6765,7300.0,3.8,Walk-in,2025-06-20,14065.0
1710,Vikas Verma,Ocean View,Delhi,Executive,1,5612,3383.0,3.6,Agoda,2025-05-06,8995.0
1711,Sneha Gupta,Royal Inn,Bangalore,Standard,3,8553,,3.4,MakeMyTrip,2025-10-26,31745.0
1712,Vikas Kulkarni,City Palace,Hyderabad,Suite,3,9378,6625.0,4.3,Goibibo,2025-12-21,34759.0
1713,Vikas Joshi,Royal Inn,Bangalore,Deluxe,3,3689,894.0,4.2,Booking.com,2025-07-23,11961.0
1714,Neha Rao,Comfort Hub,Pune,Deluxe,3,3316,1567.0,3.0,Walk-in,2025-10-16,11515.0
1715,Pooja Sharma,Comfort Hub,Delhi,Deluxe,5,9130,7472.0,4.2,Booking.com,2025-12-22,53122.0
1716,Priya Gupta,Royal Inn,Chennai,Standard,5,5186,6412.0,3.1,Agoda,2025-04-07,32342.0
1717,Sneha Kulkarni,Ocean View,Pune,Deluxe,1,7789,413.0,2.5,Agoda,2025-08-26,8202.0
1718,Karan Rao,Ocean View,Bangalore,Executive,2,3145,4120.0,4.2,Goibibo,2025-06-22,10410.0
1719,Neha Sharma,Elite Suites,Mumbai,Executive,6,6394,2004.0,4.1,Agoda,2025-10-28,40368.0
1720,Karan Sharma,Comfort Hub,Delhi,Executive,7,9942,315.0,3.5,Goibibo,2025-03-29,69909.0
1721,Pooja Patil,City Palace,Chennai,Standard,2,9548,4666.0,3.8,Walk-in,2025-12-17,23762.0
1722,Neha Sharma,Ocean View,Pune,Deluxe,4,2560,4820.0,4.9,Goibibo,2025-01-17,15060.0
1723,Rahul Gupta,Grand Stay,Delhi,Standard,5,3912,7835.0,4.0,Agoda,2025-05-20,27395.0
1724,Vikas Joshi,Comfort Hub,Hyderabad,Deluxe,3,3864,3055.0,4.1,MakeMyTrip,2025-09-11,14647.0
1725,Priya Singh,City Palace,Mumbai,Suite,3,2296,1849.0,2.7,Goibibo,2025-10-05,8737.0
1726,Rohan Gupta,City Palace,Pune,Suite,4,4409,5395.0,2.9,Booking.com,2025-05-31,23031.0
1727,Priya Joshi,Ocean View,Hyderabad,Standard,2,9630,1953.0,3.3,MakeMyTrip,2025-12-12,21213.0
1728,Karan Rao,City Palace,Bangalore,Executive,3,3461,388.0,3.8,Goibibo,2025-11-30,10771.0
1729,Vikas Kulkarni,Ocean View,Hyderabad,Standard,2,6292,2769.0,4.4,Booking.com,2025-05-20,15353.0
1730,Neha Rao,Royal Inn,Pune,Executive,6,4268,4539.0,3.3,MakeMyTrip,2025-04-24,30147.0
1731,Anjali Sharma,Comfort Hub,Pune,Deluxe,4,2994,3046.0,3.4,Goibibo,2025-03-09,15022.0
1732,Vikas Gupta,Elite Suites,Bangalore,Executive,7,8554,7594.0,3.1,Walk-in,2025-06-28,67472.0
1733,Rohan Sharma,Royal Inn,Hyderabad,Executive,2,2007,7224.0,3.1,Booking.com,2025-05-05,11238.0
