Customer_ID,Customer_Name,City,Email,Phone,Purchase_Amount,Customer_Segment,Join_Date
10334,Rahul Sharma,belgaum,,98765-43210,5000 ,SMB,15/01/2024
10335,Pooja Patil,Pune, test@mail.com ,9123456780,5000,Retail,
10336,Rahul  Sharma,mumbai,USER@GMAIL.COM,9876543210,5000,corporate,2024-01-15
10337,Rahul Sharma,Pune,USER@GMAIL.COM,98765-43210,2500,Corporate,Jan 15 2024
10338,Rahul Sharma,Pune,USER@GMAIL.COM,9876543210,five thousand,corporate,15/01/2024
10339,Akshay Kumar,Pune,,9123456780,5000 ,Corporate,Jan 15 2024
10340,Pooja Patil,Belgaum, test@mail.com ,,5000,Corporate,
10341,Pooja Patil,mumbai,,,2500,Corporate,Jan 15 2024
10342,Pooja Patil,Mumbai,USER@GMAIL.COM,9123456780,1000,Corporate,
10343,Rahul  Sharma, MUMBAI ,USER@GMAIL.COM,,2500,corporate,15/01/2024
10344,Pooja Patil,belgaum, test@mail.com ,,,corporate,
10345,rahul sharma,Bangalore,USER@GMAIL.COM,9123456780,five thousand,SMB,
10346,rahul sharma,belgaum,user@gmail.com,9876543210,1000,Retail,2024-01-15
10347,Pooja Patil, MUMBAI ,USER@GMAIL.COM,9876543210,five thousand,retial,2024-01-15
10348,rahul sharma,belgaum,,,1000,SMB,
10349,Akshay Kumar,Belgaum,user@gmail.com,9876543210,5000 ,SMB,
10350,Rahul Sharma,Mumbai, test@mail.com ,,1000,SMB,
10351,rahul sharma,mumbai,user@gmail.com,9123456780,2500,retial,Jan 15 2024
10352,Rahul  Sharma,pune,,9876543210,5000,corporate,
10353,pooja patil,Pune,USER@GMAIL.COM,,five thousand,Retail,2024-01-15
10354,Rahul Sharma,Bengaluru,,98765-43210,5000 ,corporate,2024-01-15
10355,Akshay Kumar,Mumbai,USER@GMAIL.COM,9876543210,,corporate,Jan 15 2024
10356,pooja patil,mumbai,user@gmail.com,9123456780,2500,SMB,
10357,Rahul  Sharma,Mumbai,user@gmail.com,,5000 ,SMB,2024-01-15
10358,rahul sharma,Bangalore,user@gmail.com,9123456780,5000 ,retial,
10359,Rahul Sharma,pune,USER@GMAIL.COM,9123456780,5000 ,corporate,Jan 15 2024
10359,Pooja Patil, MUMBAI ,user@gmail.com,,1000,Retail,
10361,rahul sharma,mumbai, test@mail.com ,98765-43210,5000,Retail,Jan 15 2024
10362,Pooja Patil,Belgaum,USER@GMAIL.COM,,5000 ,corporate,
10363,rahul sharma,Bengaluru,user@gmail.com,,2500,Retail,2024-01-15
10364,Rahul  Sharma, MUMBAI ,,9123456780,five thousand,corporate,Jan 15 2024
10365,Rahul  Sharma,mumbai,user@gmail.com,9876543210,5000,corporate,Jan 15 2024
10366,Rahul  Sharma,mumbai,USER@GMAIL.COM,9876543210,2500,corporate,
10367,pooja patil,belgaum,,9876543210,1000,Retail,Jan 15 2024
10368,pooja patil,mumbai, test@mail.com ,98765-43210,1000,Corporate,
10369,Pooja Patil,mumbai,USER@GMAIL.COM,9123456780,five thousand,corporate,15/01/2024
10370,rahul sharma,pune, test@mail.com ,,,retial,2024-01-15
10371,rahul sharma,Bengaluru, test@mail.com ,98765-43210,5000,corporate,2024-01-15
10372,Rahul  Sharma,pune,USER@GMAIL.COM,98765-43210,5000 ,SMB,15/01/2024
10373,Pooja Patil,mumbai,USER@GMAIL.COM,,1000,corporate,Jan 15 2024
10374,pooja patil,Bengaluru, test@mail.com ,98765-43210,5000,corporate,15/01/2024
10375,Rahul  Sharma,Bangalore,USER@GMAIL.COM,98765-43210,5000,retial,
10376,Rahul  Sharma,pune,,9123456780,5000,corporate,Jan 15 2024
10377,Pooja Patil,Bangalore,user@gmail.com,9123456780,5000 ,SMB,15/01/2024
10378,Akshay Kumar,belgaum,user@gmail.com,98765-43210,five thousand,retial,
10379,Rahul  Sharma,mumbai,,98765-43210,2500,Corporate,15/01/2024
10380,Rahul  Sharma, MUMBAI ,,98765-43210,1000,corporate,
10381,pooja patil,Bengaluru,,9876543210,5000,SMB,2024-01-15
10382,Rahul Sharma,Pune, test@mail.com ,9123456780,five thousand,SMB,2024-01-15
10383,pooja patil,Bengaluru, test@mail.com ,98765-43210,1000,Retail,2024-01-15
10384,Rahul  Sharma,Pune,USER@GMAIL.COM,98765-43210,5000,corporate,
10385,Akshay Kumar,belgaum,USER@GMAIL.COM,,1000,corporate,2024-01-15
10386,Rahul  Sharma,Bengaluru,user@gmail.com,9876543210,five thousand,retial,Jan 15 2024
10387,Rahul  Sharma,Bangalore,,9123456780,5000 ,corporate,Jan 15 2024
10388,Pooja Patil,mumbai,,98765-43210,5000,Retail,Jan 15 2024
10389,Rahul Sharma,mumbai,user@gmail.com,,five thousand,Retail,15/01/2024
10390,Akshay Kumar,Pune,USER@GMAIL.COM,9123456780,5000,SMB,
10391,Pooja Patil,Pune,,9123456780,2500,corporate,
10392,Rahul Sharma,Pune,,98765-43210,,Retail,15/01/2024
10393,rahul sharma,pune,user@gmail.com,9876543210,5000 ,retial,Jan 15 2024
10394,Rahul  Sharma,Pune,,9876543210,5000,corporate,Jan 15 2024
10395,pooja patil,Bengaluru,,9876543210,5000,Corporate,
10396,pooja patil, MUMBAI , test@mail.com ,9876543210,five thousand,retial,Jan 15 2024
10397,Rahul Sharma,Pune, test@mail.com ,9876543210,2500,Corporate,15/01/2024
10398,pooja patil,Bengaluru,,9123456780,5000 ,corporate,
10399,rahul sharma,Belgaum,USER@GMAIL.COM,9123456780,,Corporate,15/01/2024
10400,rahul sharma,Bangalore,,9876543210,5000,Retail,
10401,rahul sharma,Pune,,98765-43210,,corporate,
10402,Akshay Kumar,Belgaum,,9123456780,1000,SMB,2024-01-15
10403,rahul sharma,pune,user@gmail.com,,2500,SMB,Jan 15 2024
10404,rahul sharma,Belgaum,,9876543210,5000 ,Retail,Jan 15 2024
10405,pooja patil,Bangalore,user@gmail.com,98765-43210,5000 ,retial,
10406,Rahul Sharma,Pune, test@mail.com ,9876543210,,Corporate,Jan 15 2024
10407,Rahul Sharma,Belgaum,user@gmail.com,9123456780,2500,SMB,Jan 15 2024
10408,Akshay Kumar,Bengaluru,USER@GMAIL.COM,9123456780,2500,retial,2024-01-15
10409,pooja patil,Bangalore, test@mail.com ,9123456780,5000,Corporate,Jan 15 2024
10410,pooja patil,pune,user@gmail.com,9123456780,,Retail,Jan 15 2024
10411,Akshay Kumar, MUMBAI ,USER@GMAIL.COM,9123456780,2500,Corporate,15/01/2024
10412,Akshay Kumar,Bengaluru,,9123456780,5000 ,Corporate,
10413,Pooja Patil,Belgaum,user@gmail.com,9876543210,,SMB,Jan 15 2024
10414,Akshay Kumar,Bangalore,,98765-43210,5000,SMB,2024-01-15
10415,Akshay Kumar,mumbai,,,1000,SMB,
10416,rahul sharma,Bengaluru,USER@GMAIL.COM,98765-43210,5000,Corporate,Jan 15 2024
10417,Rahul  Sharma,belgaum,USER@GMAIL.COM,98765-43210,5000,Retail,2024-01-15
10418,Rahul Sharma,Belgaum,user@gmail.com,9876543210,2500,corporate,
10419,Rahul Sharma,Bengaluru,USER@GMAIL.COM,9123456780,five thousand,Corporate,15/01/2024
10420,Rahul  Sharma,mumbai, test@mail.com ,,1000,Corporate,15/01/2024
10421,Rahul Sharma,Bengaluru, test@mail.com ,9123456780,,Retail,2024-01-15
10422,Rahul Sharma,Pune,,9876543210,2500,SMB,15/01/2024
10423,pooja patil,Belgaum,user@gmail.com,9876543210,five thousand,Corporate,2024-01-15
10424,Pooja Patil, MUMBAI ,,9876543210,2500,corporate,2024-01-15
10425,Akshay Kumar,mumbai,user@gmail.com,,5000,Corporate,15/01/2024
10426,Pooja Patil, MUMBAI ,USER@GMAIL.COM,9876543210,5000 ,SMB,2024-01-15
10427,pooja patil, MUMBAI ,,,five thousand,retial,15/01/2024
10428,Pooja Patil,Belgaum,USER@GMAIL.COM,9876543210,1000,retial,2024-01-15
10429,pooja patil,Bengaluru, test@mail.com ,98765-43210,5000,retial,15/01/2024
10430,Rahul  Sharma,mumbai,USER@GMAIL.COM,,five thousand,Retail,Jan 15 2024
10431,rahul sharma,belgaum,USER@GMAIL.COM,98765-43210,5000,Retail,15/01/2024
10432,Pooja Patil,Bengaluru,user@gmail.com,9123456780,,SMB,2024-01-15
10433,pooja patil,Mumbai, test@mail.com ,,2500,corporate,
10434,Rahul  Sharma,belgaum,USER@GMAIL.COM,98765-43210,1000,Retail,2024-01-15
10435,Rahul Sharma,pune,USER@GMAIL.COM,9876543210,1000,corporate,Jan 15 2024
10436,Akshay Kumar,belgaum,,98765-43210,five thousand,corporate,2024-01-15
10437,Akshay Kumar,belgaum,USER@GMAIL.COM,,1000,Corporate,2024-01-15
10438,pooja patil,Pune,USER@GMAIL.COM,,,SMB,2024-01-15
10439,Rahul  Sharma,Bengaluru,USER@GMAIL.COM,9876543210,2500,Retail,
10440,Rahul Sharma,Belgaum,user@gmail.com,,five thousand,retial,2024-01-15
10441,Rahul Sharma, MUMBAI ,user@gmail.com,9123456780,,Corporate,Jan 15 2024
10442,rahul sharma,Bangalore,USER@GMAIL.COM,,five thousand,Retail,2024-01-15
10443,Rahul  Sharma,Bengaluru, test@mail.com ,9876543210,5000,SMB,2024-01-15
10444,Pooja Patil,Belgaum, test@mail.com ,9876543210,,SMB,15/01/2024
10445,Rahul  Sharma, MUMBAI , test@mail.com ,9876543210,5000 ,Retail,15/01/2024
10446,Akshay Kumar,belgaum,user@gmail.com,9876543210,1000,retial,2024-01-15
10447,Pooja Patil,Bangalore,,9123456780,2500,Retail,
10448,rahul sharma,Bangalore,USER@GMAIL.COM,98765-43210,five thousand,Corporate,Jan 15 2024
10449,Rahul Sharma,Bangalore,user@gmail.com,9876543210,2500,retial,2024-01-15
10450,Pooja Patil,mumbai,,,5000,Corporate,2024-01-15
10451,pooja patil,Belgaum,user@gmail.com,,2500,Corporate,Jan 15 2024
10452,Akshay Kumar,Pune,,,5000 ,corporate,15/01/2024
10453,Akshay Kumar,belgaum,USER@GMAIL.COM,9123456780,1000,corporate,2024-01-15
10454,rahul sharma,belgaum, test@mail.com ,9876543210,5000,Retail,
10455,Akshay Kumar,pune,user@gmail.com,9123456780,5000 ,retial,
10456,Pooja Patil,Mumbai,USER@GMAIL.COM,,1000,Retail,15/01/2024
10457,pooja patil,Bengaluru, test@mail.com ,98765-43210,five thousand,Retail,2024-01-15
10458,pooja patil, MUMBAI ,,9876543210,5000 ,SMB,2024-01-15
10459,Pooja Patil, MUMBAI ,USER@GMAIL.COM,,5000,Corporate,
10460,Akshay Kumar,Bangalore, test@mail.com ,98765-43210,5000,retial,2024-01-15
10461,rahul sharma, MUMBAI ,user@gmail.com,9123456780,1000,retial,
10462,Pooja Patil,Bangalore,,9876543210,5000 ,Corporate,15/01/2024
10463,Pooja Patil,pune,,,1000,Retail,15/01/2024
10464,Akshay Kumar,pune,user@gmail.com,9123456780,5000,retial,2024-01-15
10465,Akshay Kumar,Pune, test@mail.com ,98765-43210,5000 ,Retail,Jan 15 2024
10466,Rahul  Sharma, MUMBAI ,user@gmail.com,98765-43210,,SMB,15/01/2024
10467,Rahul Sharma,Belgaum,user@gmail.com,9123456780,1000,Retail,2024-01-15
10468,rahul sharma, MUMBAI ,USER@GMAIL.COM,98765-43210,5000,Retail,Jan 15 2024
10469,Rahul Sharma,Mumbai,user@gmail.com,9123456780,five thousand,corporate,15/01/2024
10470,Rahul Sharma,Bangalore,user@gmail.com,9876543210,,Retail,15/01/2024
10471,pooja patil,Bengaluru,,98765-43210,1000,corporate,
10472,rahul sharma,Bangalore,USER@GMAIL.COM,9123456780,5000,Corporate,
10473,rahul sharma,Mumbai,USER@GMAIL.COM,,,corporate,
10474,Rahul Sharma,mumbai, test@mail.com ,98765-43210,2500,corporate,15/01/2024
10475,Akshay Kumar,belgaum,USER@GMAIL.COM,9876543210,,Corporate,
10476,pooja patil,Belgaum, test@mail.com ,,,Corporate,15/01/2024
10477,Rahul Sharma,Bangalore,USER@GMAIL.COM,9876543210,5000,Retail,
10478,pooja patil,Bangalore,USER@GMAIL.COM,9123456780,1000,retial,15/01/2024
10479,Rahul  Sharma,belgaum,user@gmail.com,9123456780,5000 ,corporate,Jan 15 2024
10479,rahul sharma, MUMBAI ,USER@GMAIL.COM,,five thousand,Corporate,2024-01-15
10481,Akshay Kumar,Bangalore,USER@GMAIL.COM,9123456780,,SMB,Jan 15 2024
10482,rahul sharma,Belgaum,user@gmail.com,9876543210,1000,retial,15/01/2024
10483,Rahul Sharma,belgaum,,9876543210,5000,SMB,15/01/2024
10484,rahul sharma,Bangalore,USER@GMAIL.COM,,1000,Retail,15/01/2024
10485,pooja patil, MUMBAI ,user@gmail.com,,1000,Corporate,
10486,pooja patil,mumbai, test@mail.com ,,5000,retial,15/01/2024
10487,Akshay Kumar,Bengaluru,,,2500,SMB,Jan 15 2024
10488,rahul sharma, MUMBAI ,,,five thousand,Corporate,15/01/2024
10489,rahul sharma,Mumbai,,9876543210,2500,SMB,Jan 15 2024
10490,pooja patil,Pune,user@gmail.com,98765-43210,2500,Corporate,2024-01-15
10491,rahul sharma,Bangalore, test@mail.com ,9123456780,five thousand,Retail,Jan 15 2024
10492,Pooja Patil,Mumbai, test@mail.com ,9123456780,2500,Retail,Jan 15 2024
10493,Rahul  Sharma,mumbai,user@gmail.com,9876543210,,corporate,
10494,rahul sharma,Bengaluru,,98765-43210,5000,SMB,
10495,Rahul Sharma,Belgaum,USER@GMAIL.COM,9123456780,,Retail,2024-01-15
10496,Rahul  Sharma,Mumbai, test@mail.com ,,1000,Retail,Jan 15 2024
10497,rahul sharma,Bengaluru,USER@GMAIL.COM,9876543210,5000 ,Retail,Jan 15 2024
10498,pooja patil,Belgaum,user@gmail.com,98765-43210,five thousand,retial,
10499,rahul sharma,Mumbai,user@gmail.com,,2500,retial,
10500,Akshay Kumar,belgaum, test@mail.com ,,5000,retial,2024-01-15
10501,Rahul Sharma,Bengaluru,,9123456780,1000,Corporate,2024-01-15
10502,Pooja Patil,mumbai, test@mail.com ,98765-43210,2500,Retail,2024-01-15
10503,rahul sharma, MUMBAI , test@mail.com ,9876543210,,Retail,Jan 15 2024
10504,Pooja Patil,Belgaum,,,1000,SMB,
10505,rahul sharma,Bangalore,,,2500,corporate,2024-01-15
10506,Rahul  Sharma,Belgaum,,,2500,Corporate,2024-01-15
10507,rahul sharma,mumbai,user@gmail.com,,5000 ,corporate,15/01/2024
10508,pooja patil,Mumbai,,98765-43210,5000 ,corporate,15/01/2024
10509,Pooja Patil,pune,user@gmail.com,98765-43210,five thousand,Retail,15/01/2024
10510,Rahul Sharma,Belgaum,USER@GMAIL.COM,9123456780,2500,retial,15/01/2024
10511,Rahul Sharma,Bengaluru,user@gmail.com,98765-43210,2500,retial,Jan 15 2024
10512,Rahul  Sharma,mumbai,user@gmail.com,98765-43210,5000 ,corporate,Jan 15 2024
10513,Rahul  Sharma,belgaum,,9876543210,five thousand,SMB,
10514,Rahul Sharma,Bengaluru,USER@GMAIL.COM,9123456780,5000 ,SMB,2024-01-15
10515,Rahul Sharma,mumbai, test@mail.com ,,,Corporate,
10516,Akshay Kumar,Belgaum,,9876543210,2500,Corporate,
10517,rahul sharma,Bengaluru,user@gmail.com,98765-43210,5000,retial,2024-01-15
10518,Akshay Kumar,Belgaum, test@mail.com ,,1000,Corporate,Jan 15 2024
10519,Rahul  Sharma,pune,,9876543210,2500,retial,Jan 15 2024
10520,Akshay Kumar,Belgaum, test@mail.com ,,five thousand,corporate,2024-01-15
10521,rahul sharma,Belgaum,USER@GMAIL.COM,98765-43210,five thousand,corporate,Jan 15 2024
10522,Rahul Sharma,belgaum,USER@GMAIL.COM,9876543210,5000,SMB,
10523,rahul sharma,belgaum,user@gmail.com,9123456780,2500,retial,2024-01-15
10524,rahul sharma,Mumbai,,9876543210,5000,retial,Jan 15 2024
10525,Rahul  Sharma,Belgaum,,9876543210,five thousand,Retail,15/01/2024
10526,Rahul  Sharma,Belgaum,,9123456780,,SMB,Jan 15 2024
10527,Rahul  Sharma, MUMBAI , test@mail.com ,9876543210,5000,Retail,
10528,Rahul Sharma, MUMBAI ,USER@GMAIL.COM,9123456780,five thousand,retial,15/01/2024
10529,Rahul  Sharma,Bengaluru,user@gmail.com,9876543210,,retial,15/01/2024
10530,pooja patil,Mumbai,USER@GMAIL.COM,,5000 ,Corporate,Jan 15 2024
10531,Pooja Patil,Bengaluru, test@mail.com ,98765-43210,5000,retial,
10532,Rahul  Sharma,belgaum,,9876543210,1000,SMB,Jan 15 2024
10533,pooja patil,pune, test@mail.com ,9876543210,,Retail,Jan 15 2024
10534,Rahul  Sharma,Bangalore, test@mail.com ,,five thousand,Corporate,15/01/2024
10535,rahul sharma,belgaum,USER@GMAIL.COM,9876543210,5000 ,corporate,Jan 15 2024
10536,Akshay Kumar, MUMBAI ,user@gmail.com,98765-43210,5000,Corporate,
10537,Pooja Patil,Bengaluru,user@gmail.com,9123456780,5000,retial,
10538,Akshay Kumar,Bangalore, test@mail.com ,9123456780,five thousand,SMB,15/01/2024
10539,Rahul  Sharma,mumbai,,9123456780,five thousand,Corporate,15/01/2024
10540,Akshay Kumar,Bangalore,user@gmail.com,9123456780,5000,retial,Jan 15 2024
10541,Pooja Patil,Bangalore, test@mail.com ,,5000 ,Corporate,
10542,Rahul Sharma,Belgaum,user@gmail.com,9876543210,,retial,2024-01-15
10543,Akshay Kumar,Bengaluru, test@mail.com ,98765-43210,1000,retial,15/01/2024
10544,rahul sharma,Bangalore,,98765-43210,2500,Corporate,15/01/2024
10545,Rahul Sharma,Belgaum, test@mail.com ,9123456780,5000,Retail,2024-01-15
10546,Pooja Patil,pune,USER@GMAIL.COM,9123456780,5000 ,retial,
10547,Rahul Sharma, MUMBAI ,,98765-43210,,corporate,
10548,Pooja Patil,Mumbai,user@gmail.com,9123456780,five thousand,Corporate,2024-01-15
10549,Rahul  Sharma,belgaum,USER@GMAIL.COM,9876543210,five thousand,Retail,15/01/2024
10550,rahul sharma,Bangalore, test@mail.com ,9123456780,1000,corporate,Jan 15 2024
10551,rahul sharma,mumbai,user@gmail.com,,5000,corporate,Jan 15 2024
10552,Pooja Patil, MUMBAI , test@mail.com ,98765-43210,5000,retial,15/01/2024
10553,Pooja Patil,Mumbai,USER@GMAIL.COM,9123456780,five thousand,retial,15/01/2024
10554,Akshay Kumar,Mumbai,USER@GMAIL.COM,9876543210,5000,Retail,
10555,Akshay Kumar,pune,user@gmail.com,9876543210,five thousand,Retail,2024-01-15
10556,Rahul Sharma,mumbai,,98765-43210,,Retail,Jan 15 2024
10557,Pooja Patil, MUMBAI ,USER@GMAIL.COM,9876543210,5000,corporate,2024-01-15
10558,Akshay Kumar,belgaum, test@mail.com ,9123456780,,Retail,2024-01-15
10559,Rahul  Sharma,mumbai,user@gmail.com,98765-43210,2500,SMB,15/01/2024
10560,Rahul  Sharma,belgaum,USER@GMAIL.COM,,five thousand,corporate,Jan 15 2024
10561,rahul sharma,Mumbai,,9123456780,five thousand,corporate,Jan 15 2024
10562,rahul sharma,Mumbai,user@gmail.com,9876543210,1000,SMB,
10563,rahul sharma,mumbai,user@gmail.com,9876543210,5000,retial,
10564,Rahul  Sharma,pune,,9876543210,1000,retial,2024-01-15
10565,Rahul  Sharma,Bangalore, test@mail.com ,98765-43210,five thousand,Retail,2024-01-15
10566,Rahul Sharma,Mumbai,USER@GMAIL.COM,9123456780,5000,Corporate,
10567,pooja patil,pune,user@gmail.com,,5000,retial,2024-01-15
10568,Pooja Patil,Bengaluru,,,,corporate,
10569,Akshay Kumar, MUMBAI ,user@gmail.com,9123456780,five thousand,Retail,15/01/2024
10570,Rahul Sharma,Bengaluru,,98765-43210,2500,SMB,
10571,Rahul  Sharma,Mumbai,USER@GMAIL.COM,98765-43210,,Retail,
10572,Pooja Patil,Mumbai,user@gmail.com,,five thousand,Corporate,2024-01-15
10573,Akshay Kumar,belgaum,USER@GMAIL.COM,,5000 ,SMB,2024-01-15
10574,Pooja Patil,Pune,,,five thousand,corporate,15/01/2024
10575,pooja patil,Mumbai,user@gmail.com,9123456780,5000 ,corporate,
10576,rahul sharma,mumbai,,,2500,Corporate,Jan 15 2024
10577,Rahul Sharma,belgaum,USER@GMAIL.COM,98765-43210,,retial,2024-01-15
10578,Pooja Patil,Belgaum,,9876543210,,corporate,Jan 15 2024
10579,Rahul Sharma,Belgaum,user@gmail.com,9876543210,,corporate,2024-01-15
10580,pooja patil,belgaum,user@gmail.com,9876543210,5000 ,SMB,Jan 15 2024
10581,pooja patil,belgaum,USER@GMAIL.COM,98765-43210,5000,Corporate,2024-01-15
10582,rahul sharma,Belgaum, test@mail.com ,98765-43210,five thousand,Corporate,
10583,Rahul Sharma,mumbai,USER@GMAIL.COM,9876543210,5000,Corporate,Jan 15 2024
10584,pooja patil,belgaum, test@mail.com ,9876543210,1000,retial,
10585,rahul sharma,Bengaluru,user@gmail.com,,5000 ,retial,15/01/2024
10586,Rahul Sharma,Bengaluru,USER@GMAIL.COM,98765-43210,2500,Corporate,2024-01-15
10587,Pooja Patil,Mumbai,user@gmail.com,98765-43210,,SMB,15/01/2024
10588,Pooja Patil,Mumbai,user@gmail.com,98765-43210,5000 ,corporate,15/01/2024
10589,Akshay Kumar, MUMBAI ,USER@GMAIL.COM,9876543210,,SMB,Jan 15 2024
10590,pooja patil,Bengaluru,,9123456780,5000,corporate,Jan 15 2024
10591,Rahul  Sharma,Belgaum,USER@GMAIL.COM,9123456780,,SMB,Jan 15 2024
10592,Akshay Kumar,belgaum, test@mail.com ,9123456780,2500,retial,Jan 15 2024
10593,Akshay Kumar,Bangalore,USER@GMAIL.COM,9123456780,5000 ,SMB,Jan 15 2024
10594,Akshay Kumar,mumbai, test@mail.com ,98765-43210,5000 ,SMB,
10595,Akshay Kumar,belgaum, test@mail.com ,98765-43210,1000,SMB,2024-01-15
10596,Rahul Sharma,Bengaluru,USER@GMAIL.COM,9876543210,five thousand,Retail,15/01/2024
10597,Rahul  Sharma, MUMBAI , test@mail.com ,,2500,Retail,Jan 15 2024
10598,rahul sharma,belgaum,user@gmail.com,,,Retail,15/01/2024
10599,Akshay Kumar,belgaum,,9123456780,5000 ,Corporate,2024-01-15
10599,Pooja Patil,Bengaluru,,,5000 ,Retail,2024-01-15
10601,Akshay Kumar,pune,USER@GMAIL.COM,98765-43210,2500,Corporate,15/01/2024
10602,Akshay Kumar,Pune, test@mail.com ,98765-43210,2500,Retail,15/01/2024
10603,rahul sharma,belgaum,user@gmail.com,98765-43210,1000,corporate,Jan 15 2024
10604,pooja patil,pune,USER@GMAIL.COM,9123456780,5000 ,Corporate,2024-01-15
10605,Rahul  Sharma,Belgaum,USER@GMAIL.COM,9876543210,2500,Corporate,2024-01-15
10606,Akshay Kumar,pune,,,1000,Corporate,15/01/2024
10607,rahul sharma,belgaum,user@gmail.com,9123456780,,SMB,
10608,Rahul Sharma,Bangalore,USER@GMAIL.COM,9123456780,five thousand,Corporate,Jan 15 2024
10609,Rahul  Sharma,pune,USER@GMAIL.COM,98765-43210,5000 ,Retail,2024-01-15
10610,Akshay Kumar,Bangalore,,9123456780,five thousand,SMB,15/01/2024
10611,Rahul Sharma,Bangalore,,9876543210,,Corporate,Jan 15 2024
10612,Rahul Sharma,belgaum, test@mail.com ,98765-43210,,Retail,Jan 15 2024
10613,Akshay Kumar,Pune, test@mail.com ,9876543210,1000,retial,2024-01-15
10614,Akshay Kumar,mumbai,USER@GMAIL.COM,9123456780,five thousand,corporate,2024-01-15
10615,rahul sharma,belgaum,,9876543210,five thousand,retial,2024-01-15
10616,Pooja Patil,Bangalore,user@gmail.com,9876543210,1000,Retail,15/01/2024
10617,Rahul  Sharma,belgaum,user@gmail.com,9123456780,5000,corporate,
10618,Pooja Patil,Bengaluru,,,1000,corporate,2024-01-15
10619,pooja patil,Mumbai,user@gmail.com,9876543210,five thousand,Retail,Jan 15 2024
10620,pooja patil,mumbai, test@mail.com ,,5000 ,Retail,Jan 15 2024
10621,Pooja Patil,Bengaluru,,9876543210,,retial,15/01/2024
10622,rahul sharma,Bengaluru, test@mail.com ,9123456780,5000,Corporate,2024-01-15
10623,pooja patil,belgaum,USER@GMAIL.COM,9876543210,1000,Retail,
10624,pooja patil,belgaum,user@gmail.com,,2500,Corporate,15/01/2024
10625,Pooja Patil,belgaum,USER@GMAIL.COM,9123456780,2500,retial,Jan 15 2024
10626,rahul sharma,mumbai,USER@GMAIL.COM,9876543210,5000 ,corporate,2024-01-15
10627,Rahul  Sharma,mumbai, test@mail.com ,9876543210,2500,SMB,
10628,Rahul  Sharma,Bangalore,USER@GMAIL.COM,9123456780,1000,Corporate,2024-01-15
10629,rahul sharma,Bangalore,,98765-43210,5000,SMB,Jan 15 2024
10630,Akshay Kumar, MUMBAI , test@mail.com ,,,retial,2024-01-15
10631,Rahul  Sharma,Pune,USER@GMAIL.COM,98765-43210,5000,Corporate,15/01/2024
10632,Akshay Kumar,Bangalore,,98765-43210,,Corporate,Jan 15 2024
10633,Pooja Patil,belgaum,user@gmail.com,9123456780,five thousand,SMB,2024-01-15
10634,Rahul  Sharma, MUMBAI ,USER@GMAIL.COM,,five thousand,Retail,2024-01-15
10635,Rahul Sharma,belgaum,user@gmail.com,98765-43210,5000 ,retial,2024-01-15
10636,pooja patil,pune,,9123456780,5000,corporate,15/01/2024
10637,pooja patil,pune,USER@GMAIL.COM,98765-43210,5000 ,SMB,2024-01-15
10638,Pooja Patil,Bangalore,user@gmail.com,9123456780,5000 ,retial,15/01/2024
10639,Pooja Patil, MUMBAI ,USER@GMAIL.COM,9123456780,five thousand,corporate,Jan 15 2024
10640,Rahul Sharma,Pune,,9123456780,1000,Corporate,Jan 15 2024
10641,rahul sharma,Mumbai,USER@GMAIL.COM,,,corporate,
10642,Rahul Sharma,Mumbai, test@mail.com ,9876543210,five thousand,SMB,Jan 15 2024
10643,Akshay Kumar,pune,USER@GMAIL.COM,98765-43210,five thousand,corporate,Jan 15 2024
10644,pooja patil,mumbai, test@mail.com ,98765-43210,2500,SMB,
10645,Rahul  Sharma,Bangalore,,98765-43210,5000 ,Retail,15/01/2024
10646,Pooja Patil, MUMBAI ,USER@GMAIL.COM,9876543210,5000 ,Corporate,15/01/2024
10647,rahul sharma, MUMBAI ,USER@GMAIL.COM,,5000 ,Retail,15/01/2024
10648,Pooja Patil,Bangalore,user@gmail.com,98765-43210,five thousand,corporate,
10649,rahul sharma, MUMBAI ,,9876543210,2500,Retail,15/01/2024
10650,pooja patil, MUMBAI ,USER@GMAIL.COM,9876543210,5000 ,retial,2024-01-15
10651,rahul sharma,pune,USER@GMAIL.COM,98765-43210,5000 ,SMB,2024-01-15
10652,Akshay Kumar,pune,user@gmail.com,9123456780,,SMB,
10653,Pooja Patil, MUMBAI ,USER@GMAIL.COM,98765-43210,5000 ,retial,15/01/2024
10654,pooja patil,belgaum, test@mail.com ,9123456780,five thousand,Corporate,
10655,pooja patil,mumbai,USER@GMAIL.COM,98765-43210,,retial,2024-01-15
10656,Rahul Sharma,Pune,,9123456780,5000 ,Retail,15/01/2024
10657,Pooja Patil,Mumbai,user@gmail.com,9876543210,,retial,2024-01-15
10658,Akshay Kumar,Bengaluru,,,1000,SMB,
10659,rahul sharma,Belgaum,,,5000 ,SMB,2024-01-15
10660,Pooja Patil, MUMBAI , test@mail.com ,98765-43210,2500,Retail,Jan 15 2024
10661,pooja patil,belgaum,,,2500,Retail,2024-01-15
10662,pooja patil,belgaum,user@gmail.com,9876543210,,retial,Jan 15 2024
10663,Pooja Patil,Bangalore,user@gmail.com,9123456780,,SMB,Jan 15 2024
10664,Rahul  Sharma,belgaum,,,5000 ,Corporate,
10665,rahul sharma,Bengaluru,,9123456780,5000,SMB,
